Gender,Height,Weight
Male,171.5923702,71.83129829
Male,168.2842266,75.42609983
Male,175.7227948,77.90860596
Male,171.7271266,78.98697462
Male,176.0035546,85.04864439
Male,173.2043374,91.27404696
Male,181.8819979,92.8319365
Male,175.7600181,80.94455255
Male,170.8453809,74.29853577
Male,187.1603912,101.141312
Male,176.6245261,91.94011274
Male,173.511362,85.79447888
Male,172.0569672,80.71126168
Male,182.132637,101.1545989
Male,161.6259521,75.66400412
Male,174.5518441,81.75231295
Male,170.0513278,74.49093297
Male,159.2757539,67.93623714
Male,183.5363587,87.38835075
Male,180.1079788,91.45345141
Male,171.7290027,81.48021577
Male,179.8359597,88.99987928
Male,176.0341134,84.96089722
Male,168.2569618,77.77700134
Male,171.4301702,86.83992097
Male,167.1478707,75.13034345
Male,181.4670124,84.10522182
Male,173.8995908,80.76165573
Male,162.5293285,68.39351022
Male,180.3448201,95.09798351
Male,173.0748994,78.89348537
Male,173.7243166,81.48517663
Male,172.9643982,75.98945499
Male,173.0770995,82.91923115
Male,174.9046294,76.80923981
Male,168.0180855,78.56454772
Male,168.1633214,81.94296824
Male,171.2775853,83.12954658
Male,176.4566093,93.30799331
Male,179.1102836,83.24320987
Male,181.1994751,91.48538645
Male,180.3449397,97.90240292
Male,168.1539632,72.20381666
Male,184.2599999,95.28240037
Male,171.3975535,80.91411262
Male,165.9900428,66.47312833
Male,179.9439185,88.75946778
Male,177.6437272,77.08966178
Male,164.4391313,76.85328652
Male,176.0433433,89.86554822
Male,174.8496957,81.49819576
Male,157.3208011,66.71044999
Male,174.2270723,80.17386576
Male,165.655182,84.01690813
Male,163.4074662,80.40469246
Male,174.622223,76.93184727
Male,184.1237247,89.95750931
Male,170.7741845,92.11770369
Male,170.8495563,87.52760573
Male,165.4010009,80.69513017
Male,168.3075629,73.73915128
Male,171.9622663,72.1567893
Male,166.4479678,77.96778331
Male,177.4671833,91.4321803
Male,173.9439634,77.16960529
Male,183.4234669,93.0415616
Male,173.176013,76.91385894
Male,182.8322646,90.79810167
Male,167.8054473,80.90079618
Male,169.306657,76.11035547
Male,171.7025375,80.52819091
Male,173.344698,87.55476367
Male,164.6138985,73.55793191
Male,171.4302344,83.07287245
Male,173.179056,82.01841116
Male,176.6655977,95.52492493
Male,168.6617142,75.00253008
Male,169.1440791,88.85524778
Male,182.7171519,91.52703059
Male,173.449086,77.19736193
Male,177.686846,91.48248264
Male,182.501868,87.604304
Male,167.0189665,81.4746274
Male,170.2609043,70.88994055
Male,194.8429805,106.4710447
Male,184.3306483,104.4439223
Male,177.1111644,92.36473171
Male,184.910029,98.85202768
Male,184.2499593,100.8682316
Male,183.6286482,94.43911425
Male,170.823445,81.89324035
Male,192.8989294,105.0619111
Male,168.4432291,77.27901772
Male,180.7363759,85.2869697
Male,180.8281938,88.81587271
Male,183.3816805,97.21542363
Male,190.8576864,101.5282949
Male,163.6052846,71.83646699
Male,164.4254379,75.42500498
Male,161.0730513,72.54369888
Male,172.3356097,79.80620332
Male,167.4667335,79.04183848
Male,180.2550381,87.83964396
Male,171.6550981,84.70719784
Male,174.2167469,78.63889563
Male,178.6248737,87.58599182
Male,183.8819802,94.42173859
Male,179.8849761,93.33293894
Male,167.3943852,78.17657962
Male,189.9802526,105.3838375
Male,171.9095343,80.28978591
Male,170.5761454,79.56795067
Male,182.3080967,96.31962434
Male,164.2496891,75.63704942
Male,173.0318316,88.97573012
Male,169.6387952,74.94035273
Male,169.6868586,79.98431581
Male,172.430475,79.11737173
Male,175.7008854,88.44260077
Male,178.3713052,93.17505059
Male,164.7337299,71.72867339
Male,172.2655769,76.59369675
Male,161.1382286,61.45211177
Male,182.4950245,98.82533366
Male,169.4893071,70.62249222
Male,182.7994964,91.29226438
Male,193.0942226,106.8745055
Male,181.5492973,88.51285576
Male,171.119314,80.0161821
Male,179.2103191,89.90249262
Male,177.4624373,84.12976024
Male,172.5868279,80.33854426
Male,188.2255795,97.7391457
Male,175.6863042,84.7211564
Male,169.0553606,77.7293116
Male,169.4220767,78.29643351
Male,170.805005,76.23096996
Male,175.3905191,74.21068148
Male,179.5087778,86.08061568
Male,166.3674476,71.06208811
Male,165.575541,78.1907366
Male,171.6230832,76.5859843
Male,187.4910796,104.8126522
Male,181.8806731,93.88446597
Male,172.0208631,77.9852058
Male,173.3070752,90.52197438
Male,167.4607311,76.14495673
Male,181.7331791,89.61228552
Male,175.677528,89.19221871
Male,174.2380547,81.64046639
Male,180.4860776,85.67770763
Male,161.6559113,71.76549095
Male,180.8034367,94.64197524
Male,167.9668299,84.77492711
Male,165.2457277,71.38484149
Male,172.9520909,82.28493358
Male,180.3225855,92.75024521
Male,188.5217842,104.701976
Male,176.0908802,84.37506862
Male,164.9256092,82.03552295
Male,173.6009795,90.11120379
Male,180.1599777,92.12681984
Male,156.1536354,72.94602472
Male,173.9666643,85.98242687
Male,183.0067203,90.69188131
Male,184.2050342,100.5037806
Male,180.9341349,96.96924714
Male,183.5381526,91.37074399
Male,171.6152014,84.79575342
Male,183.5597218,89.0269425
Male,159.0046299,68.72947879
Male,168.2405507,75.7857812
Male,176.912111,90.07619427
Male,175.9862404,80.99166524
Male,179.642208,87.67328121
Male,174.824682,89.57527098
Male,167.6766477,83.56120062
Male,168.6938004,70.30323157
Male,169.203686,72.92937141
Male,172.8084473,85.65526117
Male,179.076091,78.36255705
Male,175.6606329,88.74055136
Male,179.8193574,97.73314425
Male,165.5937179,75.51844
Male,189.9557144,108.4773473
Male,180.5099419,83.47849836
Male,176.1088624,90.59270258
Male,177.543978,86.7097407
Male,163.6399922,76.60655884
Male,172.344412,88.21926869
Male,171.5746365,83.0197395
Male,189.909315,95.29756865
Male,181.4041228,89.7132452
Male,170.4856747,78.21683294
Male,177.4433533,89.27309784
Male,173.814266,86.29913195
Male,172.5510458,83.60363385
Male,173.9781716,81.50820694
Male,165.7201243,72.25495855
Male,178.2707942,89.6416817
Male,180.6044982,98.42313115
Male,173.8568495,85.12206397
Male,166.1682651,80.11834296
Male,171.9600018,83.87213555
Male,188.5265802,101.1585423
Male,180.7648045,93.74517074
Male,170.7661606,77.47067409
Male,172.4166204,79.37595013
Male,171.1359937,78.50960919
Male,174.6535672,82.050066
Male,182.1313922,91.78188078
Male,176.2277268,90.53246678
Male,187.2399802,101.2521692
Male,176.4115756,99.32555312
Male,179.7971761,95.68088466
Male,182.2918979,90.96193928
Male,176.1323731,94.59082823
Male,165.8265048,73.12329699
Male,180.1414848,94.14968289
Male,174.2355232,81.9165507
Male,174.2536429,80.09741072
Male,176.4760101,88.15550713
Male,167.4644764,73.84281954
Male,174.0492971,78.49160769
Male,187.7799753,97.67587605
Male,180.8427621,95.19094166
Male,169.0537307,83.82417281
Male,182.2253816,85.14830598
Male,177.1518665,85.24604956
Male,169.5466615,81.33253377
Male,177.0187525,95.90844832
Male,178.8249328,89.55454036
Male,175.3101297,84.38846037
Male,164.4200094,75.24605081
Male,180.3351091,85.5317318
Male,163.7279282,73.10458427
Male,177.1637874,87.64474525
Male,181.678196,85.74485748
Male,173.5529063,94.12657086
Male,179.7423892,90.2933617
Male,181.4043861,95.06579024
Male,176.2518042,81.61948916
Male,182.8843998,88.88512976
Male,175.7463464,85.81579468
Male,168.0625627,74.97811717
Male,170.8712432,82.62463362
Male,180.1262219,85.86960977
Male,175.564515,85.90053908
Male,171.2189257,77.09667042
Male,185.2641686,97.89214699
Male,179.0469589,80.21170178
Male,175.280979,88.81118851
Male,169.5757592,75.96832479
Male,175.5664859,81.36236513
Male,185.7407187,99.95961651
Male,171.4165327,74.42574429
Male,164.985899,70.91478822
Male,172.1675223,83.20750615
Male,171.8624929,77.14838855
Male,168.8500484,76.38815055
Male,185.3871583,94.96600244
Male,176.69061,88.49175022
Male,180.3490428,88.02813842
Male,177.5857189,99.37366629
Male,182.1107401,92.93827197
Male,171.8308498,81.03383305
Male,173.4707086,82.32139395
Male,174.4656294,92.21283123
Male,175.04606,74.8156221
Male,175.1606344,89.66293759
Male,170.8079774,78.49766696
Male,175.0462936,83.32834837
Male,167.229903,63.20892326
Male,164.2645319,72.5654047
Male,168.3915802,74.11261299
Male,170.4278678,87.86166367
Male,170.1756559,86.02168415
Male,180.2434061,83.45344122
Male,173.7890154,86.4303806
Male,171.8374201,85.25490776
Male,192.0752906,102.4721243
Male,179.1950747,89.63935602
Male,174.9827308,86.30260957
Male,173.4427111,79.8397023
Male,165.0874988,80.51037381
Male,166.5624597,78.68229126
Male,176.0374641,95.34005046
Male,166.8899772,77.05555518
Male,172.2221372,78.57733099
Male,175.8090142,83.77632072
Male,172.7581153,88.01198651
Male,157.2944503,67.56480723
Male,170.8565613,87.18925861
Male,171.8991275,81.42711602
Male,177.7260952,91.89707174
Male,165.8961923,74.00087118
Male,182.6412538,98.31355473
Male,168.2341163,82.9720383
Male,167.1699548,75.46237556
Male,185.0261676,92.97865279
Male,180.2115864,85.93549924
Male,181.2132714,99.01961039
Male,180.481387,92.02216316
Male,157.2908901,63.37699685
Male,174.6566422,88.92109406
Male,171.6632112,81.51146606
Male,171.0987045,74.35810285
Male,167.3330577,76.18321356
Male,174.4846959,85.95337148
Male,176.6185483,88.41218735
Male,169.2521147,86.28198533
Male,177.31715,92.60524903
Male,174.4468792,88.85668514
Male,181.902554,94.98086057
Male,177.0120801,86.49283042
Male,180.0887594,89.66900906
Male,172.7347675,84.61149305
Male,179.3639897,85.46471595
Male,181.7908332,79.89861917
Male,185.4526727,94.82625597
Male,154.3002194,61.68404317
Male,175.4685838,86.49363767
Male,176.1203936,86.72488139
Male,172.1031298,83.77701815
Male,193.1087879,105.2380023
Male,183.458145,91.40582084
Male,175.059445,85.3129496
Male,165.9507163,79.11903085
Male,167.4683048,83.32633246
Male,178.9853908,84.94540123
Male,185.8798508,96.87289615
Male,174.1192344,79.37444201
Male,174.064697,76.80379687
Male,161.5349968,65.50014086
Male,170.5463727,79.58267315
Male,179.8735814,89.33087591
Male,186.7669234,100.9854403
Male,167.9983151,74.92825904
Male,172.4833984,77.19900574
Male,181.4407746,98.13520186
Male,170.4662067,78.68949942
Male,186.1411516,98.706906
Male,161.7283612,72.93895507
Male,175.8323136,87.77161559
Male,176.962115,80.23497981
Male,179.0330383,92.78683473
Male,175.2718818,80.05954729
Male,173.8830508,87.3211342
Male,167.7028238,75.63334227
Male,176.0681496,84.59231198
Male,175.457461,85.39329896
Male,186.8481667,94.38775579
Male,167.8627298,73.15760388
Male,186.7560002,97.37980602
Male,176.9848129,92.92544628
Male,169.359024,82.98838
Male,185.3226303,94.62945506
Male,173.3470552,94.19028617
Male,182.7698298,95.430714
Male,180.4889287,92.5355955
Male,170.1214529,88.42502474
Male,173.9341253,86.38076821
Male,181.0624811,90.43480294
Male,165.050359,75.57016095
Male,169.575185,80.99527157
Male,174.6660508,84.15478735
Male,175.2410607,87.77101089
Male,181.0897943,103.6466338
Male,175.3856751,87.13441488
Male,169.0153643,79.72052149
Male,174.0294296,79.79198134
Male,171.3476769,80.39958378
Male,181.2477513,91.39763193
Male,174.2196313,80.10991521
Male,177.1296602,84.04248994
Male,177.377997,85.18258615
Male,183.9228878,85.79115055
Male,166.203876,75.24182504
Male,168.3198482,77.12333093
Male,177.7347242,96.40032931
Male,180.8713533,88.85391431
Male,177.6409965,91.63241856
Male,181.3204964,91.20339912
Male,164.0555054,71.77970478
Male,174.7341804,79.04373728
Male,173.8521967,83.25387236
Male,175.7720084,85.21088827
Male,176.342084,79.81562371
Male,176.799812,87.97292248
Male,185.1195357,87.97237752
Male,157.9329613,66.0921756
Male,174.9417548,86.90067026
Male,180.5434122,95.0636598
Male,183.3436367,91.17144337
Male,183.0393976,94.57817958
Male,171.145347,82.75105264
Male,172.5539717,75.39508618
Male,179.8369029,87.6072748
Male,166.494768,80.83702542
Male,178.2857102,93.29163117
Male,182.3186482,90.24205863
Male,173.0509326,86.98939366
Male,173.6330857,79.39317159
Male,167.8695068,77.01291963
Male,181.8135128,93.02246108
Male,186.783136,88.80761267
Male,180.6334509,94.28980126
Male,179.8175285,91.9095133
Male,182.1918136,85.43354585
Male,160.5191871,73.58066653
Male,172.9768281,82.83213679
Male,167.2744933,71.26481
Male,173.5999995,80.94022441
Male,176.6829815,84.80952113
Male,174.5698923,77.74429786
Male,178.2020252,90.84198277
Male,175.0652751,87.84909427
Male,163.3224425,70.43684722
Male,178.957308,87.21514095
Male,174.3051205,72.41769773
Male,176.9484694,79.8454513
Male,175.4095667,77.7841436
Male,170.756545,82.31445738
Male,167.9341312,77.63815664
Male,174.2881639,81.14680714
Male,175.8924925,84.92362524
Male,176.8904417,82.4480486
Male,184.904452,97.1567381
Male,190.6117475,94.46247142
Male,180.2706177,86.17056277
Male,188.9455516,98.36613709
Male,163.4798962,70.70147603
Male,181.1705827,93.49249159
Male,170.6169421,80.70320999
Male,188.9802466,103.6637933
Male,162.2245192,79.03643339
Male,174.9704191,74.38935087
Male,183.2152552,96.10724589
Male,173.7454645,93.32476773
Male,165.3353472,75.84739044
Male,175.843385,88.43404378
Male,182.7473822,94.75649656
Male,171.3559963,82.58248237
Male,176.054788,86.15387155
Male,161.8768623,72.63624146
Male,154.1267362,58.57336377
Male,179.4848406,88.61872253
Male,171.6888391,84.59839187
Male,189.60975,103.0577922
Male,178.9863803,89.32595201
Male,182.7377867,94.92899607
Male,188.0254071,95.02095025
Male,179.7868595,99.85786423
Male,164.4072327,76.65119546
Male,173.6928812,84.1880644
Male,181.5318208,87.28924638
Male,170.0389125,80.19281777
Male,179.8243267,90.57616453
Male,165.8427843,76.42576148
Male,156.855185,55.95824879
Male,158.7009051,72.58973391
Male,172.2264269,89.2784228
Male,176.5960255,73.37283471
Male,184.1519219,91.34974034
Male,179.0326487,88.23814784
Male,169.3919294,73.64212925
Male,181.0814707,79.64236837
Male,182.3637887,94.84882751
Male,185.5631144,92.62053022
Male,174.8875201,95.52369513
Male,167.7554274,76.70480674
Male,187.9241896,101.1667255
Male,175.8991094,87.40494166
Male,176.1252693,78.32587506
Male,180.279713,86.78218556
Male,161.4456452,71.17515364
Male,177.2161834,82.80635893
Male,165.578733,68.80478484
Male,177.7465097,87.58351052
Male,177.1665168,83.99887047
Male,180.7754351,88.50818677
Male,179.2528845,78.91118995
Male,166.7537674,74.58636571
Male,170.5315719,74.2217856
Male,167.4319408,79.14814102
Male,187.4180566,96.44395187
Male,172.0526184,78.27580006
Male,166.4819537,77.90709006
Male,180.8833379,88.75330767
Male,166.6045792,79.19135288
Male,166.7955884,79.0787857
Male,157.4107491,63.5458206
Male,187.7058443,97.64854557
Male,183.7491465,97.78377996
Male,178.5917036,83.46246874
Male,170.4735335,76.19558171
Male,167.4685037,68.57723204
Male,170.7584724,84.24448287
Male,178.0904328,92.06850451
Male,190.0974093,101.4473886
Male,163.8993487,67.25790019
Male,177.9301869,93.85917522
Male,182.4562487,92.95245698
Male,185.0053188,94.86838538
Male,186.186739,90.22261869
Male,168.6387088,74.77426812
Male,168.9485114,81.88452227
Male,175.952944,91.64133835
Male,173.309163,88.4536816
Male,178.8512273,83.45739577
Male,177.1062884,85.36955313
Male,166.3972641,71.21387646
Male,175.6086642,89.03820291
Male,187.1121195,94.38987924
Male,167.3675914,71.65779852
Male,173.6202496,83.62308786
Male,178.8788155,89.65210708
Male,183.0837109,91.89885821
Male,182.146257,90.18359288
Male,166.9520712,70.76945319
Male,162.301779,76.2396907
Male,178.6026647,91.28434171
Male,167.1033737,79.08695061
Male,177.361759,89.20964879
Male,173.5611212,89.58381695
Male,172.0636367,75.03640734
Male,190.5860792,105.497411
Male,186.4463086,87.30777932
Male,176.6690952,87.05829594
Male,163.9291611,71.17956257
Male,171.5687741,74.06332676
Male,185.6650541,92.93638283
Male,169.0471119,77.65715212
Male,187.9386746,94.66095635
Male,179.9912277,95.02087866
Male,181.7845836,93.43598737
Male,167.2295135,80.27689856
Male,178.4998555,95.90746298
Male,156.9047459,67.73022214
Male,190.0553611,99.8123742
Male,181.8770705,87.16984487
Male,170.8406631,74.01409027
Male,180.1474539,90.49960281
Male,190.6515584,99.01841066
Male,185.6762257,101.1125226
Male,179.4814598,98.73220282
Male,170.5474551,77.55712384
Male,170.4928097,66.83469414
Male,176.5933577,77.02684537
Male,165.6707168,72.85874173
Male,173.7625756,83.86286417
Male,174.6591978,80.21877484
Male,172.5596468,85.56449586
Male,175.8640849,72.13793344
Male,173.9029388,85.19991205
Male,166.8635057,68.38516067
Male,176.354735,78.06362417
Male,167.9838942,75.36280987
Male,180.0277023,84.41194044
Male,167.5715851,85.00924575
Male,164.9453532,74.23772993
Male,173.6562524,89.21812639
Male,176.5949003,85.93745165
Male,168.7972294,85.60560583
Male,176.4654377,80.33679471
Male,174.5744507,83.41108568
Male,187.4044372,100.2217634
Male,194.3147837,98.70070292
Male,180.9132829,90.22979162
Male,163.8457745,74.51866608
Male,168.9196899,73.96125986
Male,175.7944491,84.99404361
Male,161.4077791,68.10703628
Male,177.1170662,91.82631737
Male,174.2648495,82.32135095
Male,181.5188908,93.58565808
Male,176.5540995,92.40539322
Male,187.3494748,104.9187279
Male,173.4255784,88.42103836
Male,184.0347689,90.73137203
Male,179.7537509,88.49493505
Male,178.9484375,85.2087733
Male,175.0164111,88.18087571
Male,175.8656051,89.42767738
Male,170.8857321,70.85660301
Male,181.5179623,94.11914634
Male,174.8552091,77.88028092
Male,181.3711504,98.26625091
Male,178.1679801,86.33517567
Male,179.5264152,93.37228715
Male,174.0944348,91.10232821
Male,181.4442064,93.58710861
Male,165.660884,72.0211953
Male,179.7638046,94.32527546
Male,177.1906408,85.07886403
Male,162.4648279,76.26230393
Male,178.5725747,89.1662784
Male,178.604797,93.10141427
Male,171.209736,74.55219926
Male,170.4886178,75.73776182
Male,173.6790529,76.55578774
Male,176.728727,83.45157762
Male,158.8319233,76.17345678
Male,176.1155267,83.40609513
Male,169.6401669,77.99548624
Male,191.4938823,99.02792787
Male,178.3426179,85.91519802
Male,180.6030516,89.1322511
Male,177.2764752,82.32060651
Male,168.8384849,79.45128575
Male,179.6128338,94.54582868
Male,161.5915419,73.69176376
Male,179.1951705,86.66742131
Male,171.2031656,87.28072215
Male,181.4453443,96.64201131
Male,174.227249,84.89334651
Male,181.4889094,92.16206767
Male,179.5749265,86.06342191
Male,181.3343198,89.38009754
Male,179.0335336,87.59205599
Male,188.9967972,102.6955634
Male,161.037075,83.89022653
Male,173.7352866,77.61208613
Male,171.2718296,79.33133795
Male,179.8624799,88.88816441
Male,170.4600884,88.22281623
Male,172.0296785,83.56420803
Male,174.1191138,81.33922582
Male,174.2934918,87.25035427
Male,179.338633,89.39558497
Male,170.4004243,74.37159247
Male,165.8917388,75.79944935
Male,177.6073327,84.19756268
Male,173.6461726,87.87373167
Male,180.0093045,93.25636234
Male,193.071242,106.6533986
Male,172.6335582,80.16592773
Male,177.2033221,90.15897171
Male,176.7044279,90.9189354
Male,181.7624476,96.93230425
Male,180.2334451,91.35349181
Male,166.2199427,65.29180816
Male,180.2793563,91.77924418
Male,172.7018422,83.33301439
Male,179.1170283,90.40450379
Male,175.5373463,79.74856938
Male,181.8781557,88.30445354
Male,177.5194788,92.1938019
Male,168.8005229,75.50814588
Male,178.5400396,94.0013698
Male,159.0547116,69.24239755
Male,169.2190719,66.24255455
Male,165.989732,71.01288572
Male,181.8811193,95.11411926
Male,176.3088026,83.30765603
Male,177.5302865,90.96097508
Male,166.7915348,74.38968455
Male,163.5970141,70.05239185
Male,174.31229,85.82050593
Male,176.7847179,79.99748452
Male,171.3312074,78.49231466
Male,173.1517863,83.91965878
Male,176.6661797,92.3264242
Male,166.9981369,82.46941572
Male,185.7308786,91.37181144
Male,169.217152,80.56272287
Male,175.6306088,91.79057283
Male,167.5531194,84.36012012
Male,170.6962967,84.01066528
Male,166.2530512,79.65755173
Male,185.4964337,94.94327363
Male,173.5258021,81.25499778
Male,168.4890749,74.91182924
Male,183.799438,89.81312556
Male,172.0022658,83.7741073
Male,179.0130819,90.71234227
Male,180.7539988,90.34812701
Male,176.1611401,91.65649373
Male,178.0469836,91.50315879
Male,176.0151209,89.4035186
Male,160.807322,71.12260528
Male,172.4335639,83.05452724
Male,185.9355435,91.96947158
Male,185.778534,87.84849349
Male,180.0757957,88.6074185
Male,183.2424394,97.32882815
Male,183.2172558,83.41867654
Male,180.8648116,87.76569677
Male,168.2804623,77.05960333
Male,183.7476355,93.18192837
Male,172.8950622,75.31736555
Male,181.3491646,89.87825041
Male,166.9441214,76.86289291
Male,170.4605364,72.50277922
Male,183.4261887,92.83680535
Male,160.044849,66.99952448
Male,176.7056542,81.97026998
Male,178.8261643,98.68027188
Male,172.7967476,85.78082283
Male,177.2358922,79.76890107
Male,157.6797334,59.01560551
Male,167.219426,72.17155913
Male,179.7835775,86.96158458
Male,176.7114327,82.51582504
Male,171.0107446,85.32333173
Male,172.2490888,86.86728081
Male,169.3728966,73.73343665
Male,176.8848602,89.51108452
Male,164.526563,82.71319937
Male,187.8658703,90.60324387
Male,172.5507949,83.53751256
Male,169.5959003,74.9668649
Male,175.0983482,80.02343719
Male,194.1437791,103.6794648
Male,175.2502092,81.69896875
Male,186.6946726,102.3654149
Male,176.7918826,85.98694014
Male,183.0511452,91.62471958
Male,179.0426303,81.05017754
Male,170.2685204,75.6710376
Male,168.1076356,78.20483803
Male,174.4832921,81.52301648
Male,169.2992137,72.54678857
Male,177.390189,80.8117946
Male,168.2624646,70.02867638
Male,184.9400203,94.60852746
Male,163.7658573,76.75207733
Male,177.1763775,82.28339514
Male,179.4800687,92.34169058
Male,184.075371,83.55418536
Male,173.1556934,90.4649206
Male,185.3874154,93.60311784
Male,179.1552545,89.05270871
Male,177.9192608,86.07108955
Male,175.3008106,89.13405012
Male,186.8148722,100.7007639
Male,173.0199685,81.56972106
Male,173.4505981,80.82996677
Male,181.6787011,91.84517909
Male,186.427219,100.0884296
Male,177.4051928,89.97951602
Male,178.1859933,92.29171978
Male,168.4013037,68.01766066
Male,194.2920523,102.8941011
Male,180.4222584,84.60340684
Male,169.242844,77.20078065
Male,167.8318635,82.63988515
Male,179.3574325,84.92482666
Male,165.6168409,71.87504351
Male,169.8291277,79.63616577
Male,187.3453157,100.0089151
Male,177.5411386,88.67879777
Male,176.5993921,85.62939764
Male,169.5309728,69.81946324
Male,175.4492098,81.26222798
Male,174.1468469,78.00449975
Male,178.619277,86.27918487
Male,182.7507659,94.26429277
Male,180.1280416,86.92311996
Male,178.7426533,89.41423429
Male,172.203052,85.92646755
Male,174.4979889,94.25489427
Male,175.5511648,85.48892447
Male,171.9506433,84.90302508
Male,181.0520388,98.71033051
Male,181.426041,91.43479232
Male,180.4501251,92.69636063
Male,164.4046901,64.93644717
Male,170.556325,82.46015536
Male,183.6209104,91.55328035
Male,178.4168801,87.33663899
Male,163.7229589,71.98926478
Male,189.1410709,96.70739246
Male,165.8592445,73.75667879
Male,184.7837963,96.11786562
Male,166.924174,70.29452088
Male,174.9808411,88.19068989
Male,185.5175579,94.8923508
Male,177.4462958,89.83978814
Male,177.4474403,81.3871109
Male,182.2845266,87.28874357
Male,169.7249486,81.45011041
Male,172.1807423,86.29957843
Male,175.8968132,88.85193845
Male,175.0813672,81.91438522
Male,175.252659,84.54579679
Male,168.5899471,76.00632914
Male,168.5963591,81.29940555
Male,175.3986072,82.15623911
Male,166.7953875,73.12426155
Male,159.3923089,67.84114683
Male,169.1080862,73.02445644
Male,170.8713135,84.87560473
Male,177.3848412,79.73328799
Male,188.5097346,108.0719612
Male,180.9255425,94.6918932
Male,179.7376774,88.24284497
Male,172.4125428,74.16716798
Male,170.4708978,82.67814036
Male,169.011123,79.31724437
Male,170.4116954,81.93896825
Male,174.9892808,78.21236975
Male,182.5820497,94.03175295
Male,179.1509653,87.88629126
Male,175.7885948,85.10379745
Male,169.8110339,73.03445606
Male,195.9884343,103.6044073
Male,173.2242848,79.93494325
Male,169.6613145,84.70823607
Male,188.1383238,98.94588377
Male,177.0170273,83.63238567
Male,179.0262038,90.30972847
Male,168.1555276,74.57941204
Male,182.5190353,87.62378536
Male,167.5770262,77.49780464
Male,184.5994812,98.55532116
Male,177.3225351,85.19343772
Male,175.3695908,80.71772231
Male,162.1807231,68.85448765
Male,164.8708545,65.76478955
Male,165.2154278,66.89009784
Male,174.9409663,83.09765824
Male,177.7548375,80.79184292
Male,159.2816314,69.22767205
Male,169.9855294,78.65631846
Male,170.8633717,81.55615973
Male,183.1912148,90.75257293
Male,176.8129643,77.14417713
Male,165.5691402,75.53256528
Male,188.1638984,88.23482101
Male,155.2494447,69.21438193
Male,173.5364903,93.51104456
Male,162.4404381,74.64147833
Male,174.1966887,82.06867861
